viaje_id,linea_id,vehiculo_id,conductor_id,parada_origen_id,parada_destino_id,fecha,anno,mes,dia_semana,es_festivo,franja_horaria,hora_salida_prog,hora_salida_real,hora_llegada_real,retraso_salida_min,duracion_real_min,pasajeros_subidos,ocupacion_pct,km_programados,km_recorridos,viaje_completado,consumo,tarifa_predominante_id
39309,2,40,26,15,43,2023-12-25,2023,12,Monday,False,Tarde punta,20:30,20:30,21:25,0,55,82.0,0.641,11.2,11.2,True,3.08,3
39310,2,41,27,6,90,2023-05-10,2023,5,Wednesday,False,Tarde punta,19:20,19:21,20:19,1,58,102.0,0.797,11.2,11.2,True,2.72,3
39311,3,42,28,13,50,2023-08-30,2023,8,Wednesday,False,Noche,21:20,21:20,21:58,0,38,47.0,0.367,9.7,9.7,True,4.14,2
39312,2,1,1,19,101,2022-09-03,2022,9,Saturday,True,Tarde,16:00,16:00,16:58,0,58,44.0,0.344,11.2,11.2,True,4.0,1
39313,2,2,2,20,119,2022-04-14,2022,4,Thursday,False,Tarde punta,17:20,17:25,18:18,5,53,92.0,0.719,11.2,8.1,False,2.62,1
39314,6,3,3,39,82,2024-02-24,2024,2,Saturday,True,Noche,21:40,21:41,23:50,1,129,30.0,0.231,23.5,23.5,True,10.04,9
39315,6,4,4,35,48,2024-05-06,2024,5,Monday,False,Manana punta,06:20,06:23,08:23,3,120,89.0,0.685,23.5,23.5,True,9.21,2
39316,2,5,5,15,64,2023-08-23,2023,8,Wednesday,False,Tarde,14:20,14:21,15:05,1,44,23.0,0.184,11.2,4.54,False,1.9,2
39317,8,6,6,30,113,2022-12-16,2022,12,Friday,False,Noche,21:40,21:46,22:45,6,59,27.0,0.146,12.6,12.6,True,5.17,4
39318,1,7,7,27,53,2024-05-13,2024,5,Monday,False,Noche,21:10,21:12,22:45,2,93,83.0,0.638,18.4,18.4,True,20.9,2
39319,5,8,8,33,56,2023-06-08,2023,6,Thursday,False,Noche,21:50,21:54,22:23,4,29,72.0,0.554,7.3,7.3,True,8.8,1
39320,7,9,9,27,59,2024-05-05,2024,5,Sunday,True,Valle manana,12:40,12:41,13:16,1,35,38.0,0.304,8.9,8.9,True,11.95,2
39321,3,10,10,23,53,2023-05-11,2023,5,Thursday,False,Valle manana,13:00,13:02,13:36,2,34,15.0,0.117,9.7,4.41,False,1.09,2
39322,2,11,11,21,81,2023-04-23,2023,4,Sunday,True,Tarde punta,17:00,17:12,17:59,12,47,64.0,0.5,11.2,11.2,True,3.01,1
39323,9,12,12,14,65,2024-12-06,2024,12,Friday,False,Noche,21:30,21:31,22:56,1,85,20.0,0.156,19.8,19.8,True,8.14,2
39324,5,13,13,15,100,2023-05-07,2023,5,Sunday,True,Manana punta,06:40,06:41,07:08,1,27,114.0,0.633,7.3,7.3,True,2.68,6
39325,7,14,14,28,114,2024-11-16,2024,11,Saturday,True,Valle manana,09:00,09:07,09:55,7,48,32.0,0.256,8.9,8.9,True,10.44,1
39326,3,15,15,8,77,2023-01-12,2023,1,Thursday,False,Manana punta,08:20,08:22,09:02,2,40,107.0,0.836,9.7,9.7,True,3.6,3
39327,1,16,16,29,81,2022-05-13,2022,5,Friday,False,Tarde punta,17:30,17:36,19:10,6,94,104.0,0.812,18.4,18.4,True,7.56,7
39328,9,17,17,8,43,2022-06-25,2022,6,Saturday,True,Tarde,16:20,16:21,18:01,1,100,47.0,0.367,19.8,19.8,True,7.91,2
39329,9,18,18,16,62,2024-08-23,2024,8,Friday,False,Manana punta,06:10,06:17,07:28,7,71,78.0,0.6,19.8,19.8,True,8.59,3
39330,3,19,19,1,83,2023-11-09,2023,11,Thursday,False,Manana punta,07:50,07:54,08:31,4,37,92.0,0.708,9.7,9.7,True,3.59,2
39331,2,20,20,7,42,2022-04-16,2022,4,Saturday,True,Valle manana,10:20,10:20,11:18,0,58,17.0,0.136,11.2,11.2,True,4.93,3
39332,2,21,21,8,71,2022-11-07,2022,11,Monday,False,Manana punta,08:10,08:18,09:16,8,58,162.0,0.876,11.2,11.2,True,3.68,3
39333,9,22,22,32,109,2024-08-03,2024,8,Saturday,True,Tarde punta,19:30,19:31,21:19,1,108,95.0,0.731,19.8,19.8,True,20.39,5
39334,5,23,23,8,42,2022-10-21,2022,10,Friday,False,Tarde punta,19:00,19:03,19:41,3,38,92.0,0.708,7.3,7.3,True,7.38,3
39335,5,24,24,36,74,2023-07-24,2023,7,Monday,False,Tarde punta,17:10,17:10,17:43,0,33,110.0,0.88,7.3,7.3,True,8.32,5
39336,7,25,25,4,107,2024-03-25,2024,3,Monday,False,Tarde,15:40,15:47,16:29,7,42,84.0,0.656,8.9,8.9,True,2.21,7
39337,9,26,26,22,98,2023-07-27,2023,7,Thursday,False,Tarde punta,18:40,18:43,20:29,3,106,94.0,0.734,19.8,19.8,True,5.2,2
39338,1,27,27,23,92,2024-02-15,2024,2,Thursday,False,Manana punta,07:00,07:05,08:31,5,86,80.0,0.625,18.4,18.4,True,6.23,1
39339,6,28,28,16,113,2022-02-05,2022,2,Saturday,True,Manana punta,07:00,07:05,08:46,5,101,161.0,0.894,23.5,23.5,True,8.39,9
39340,5,29,1,33,97,2023-03-09,2023,3,Thursday,False,Valle manana,12:10,12:11,12:43,1,32,24.0,0.192,7.3,7.3,True,8.44,5
39341,2,30,2,34,82,2024-11-26,2024,11,Tuesday,False,Tarde punta,20:30,20:33,21:14,3,41,95.0,0.742,11.2,11.2,True,4.7,2
39342,9,31,3,38,106,2022-01-25,2022,1,Tuesday,False,Tarde punta,20:40,20:41,22:06,1,85,58.0,0.453,19.8,19.8,True,7.55,3
39343,7,32,4,16,84,2023-01-14,2023,1,Saturday,True,Valle manana,11:10,11:13,11:55,3,42,45.0,0.352,8.9,8.9,True,3.88,2
39344,1,33,5,21,71,2023-11-01,2023,11,Wednesday,False,Valle manana,11:00,11:01,12:11,1,70,34.0,0.262,18.4,18.4,True,7.76,2
39345,9,34,6,21,49,2024-01-18,2024,1,Thursday,False,Tarde punta,17:40,17:40,18:53,0,73,102.0,0.785,19.8,19.8,True,7.17,1
39346,7,35,7,18,100,2024-05-22,2024,5,Wednesday,False,Manana punta,06:10,06:17,06:52,7,35,106.0,0.848,8.9,8.9,True,3.5,1
39347,5,36,8,24,73,2024-06-24,2024,6,Monday,False,Valle manana,09:10,09:10,09:38,0,28,44.0,0.238,7.3,7.3,True,2.21,3
39348,2,37,9,20,93,2022-05-06,2022,5,Friday,False,Noche,22:10,22:14,23:05,4,51,40.0,0.308,11.2,11.2,True,13.09,3
39349,6,38,10,34,48,2022-09-14,2022,9,Wednesday,False,Manana punta,08:40,08:47,10:52,7,125,112.0,0.862,23.5,23.5,True,26.31,7
39350,4,39,11,39,82,2022-07-11,2022,7,Monday,False,Valle manana,11:10,11:12,12:05,2,53,20.0,0.16,14.1,14.1,True,18.67,3
39351,5,40,12,27,96,2024-01-15,2024,1,Monday,False,Valle manana,12:40,12:48,13:22,8,34,29.0,0.227,7.3,7.3,True,2.01,2
39352,1,41,13,22,89,2024-05-16,2024,5,Thursday,False,Manana punta,07:30,07:33,09:06,3,93,120.0,0.938,18.4,18.4,True,3.32,3
39353,1,42,14,17,52,2023-07-29,2023,7,Saturday,True,Tarde punta,18:20,18:32,19:40,12,68,119.0,0.93,18.4,18.4,True,5.65,3
39354,7,1,15,6,82,2022-09-27,2022,9,Tuesday,False,Tarde punta,17:40,17:49,18:37,9,48,95.0,0.742,8.9,8.9,True,3.24,4
39355,10,2,16,11,86,2023-04-21,2023,4,Friday,False,Noche,23:10,23:10,00:24,0,74,32.0,0.25,15.0,15.0,True,6.48,7
39356,8,3,17,26,47,2024-07-20,2024,7,Saturday,True,Valle manana,11:00,11:04,11:52,4,48,54.0,0.415,12.6,12.6,True,3.86,4
39357,7,4,18,21,97,2023-12-01,2023,12,Friday,False,Manana punta,08:20,08:24,09:08,4,44,89.0,0.685,8.9,8.9,True,3.3,3
39358,7,5,19,9,106,2022-04-05,2022,4,Tuesday,False,Tarde,15:20,15:20,15:52,0,32,62.0,0.496,8.9,8.9,True,3.8,2
39359,10,6,20,2,46,2024-09-26,2024,9,Thursday,False,Madrugada,00:20,00:20,01:31,0,71,42.0,0.227,15.0,15.0,True,5.15,3
39360,8,7,21,27,106,2024-08-15,2024,8,Thursday,False,Noche,22:30,22:39,23:39,9,60,52.0,0.4,12.6,12.6,True,15.02,2
39361,8,8,22,30,99,2023-11-13,2023,11,Monday,False,Tarde punta,19:50,19:55,20:49,5,54,128.0,0.985,12.6,12.6,True,14.8,3
39362,9,9,23,25,62,2023-12-07,2023,12,Thursday,False,Valle manana,13:50,13:51,15:33,1,102,55.0,0.44,19.8,19.8,True,26.44,3
39363,6,10,24,25,93,2024-06-15,2024,6,Saturday,True,Manana punta,07:30,07:30,09:21,0,111,122.0,0.953,23.5,23.5,True,6.12,3
39364,5,11,25,28,83,2023-02-25,2023,2,Saturday,True,Tarde,14:20,14:20,14:53,0,33,45.0,0.352,7.3,7.3,True,1.93,6
39365,9,12,26,22,105,2022-02-03,2022,2,Thursday,False,Tarde punta,20:30,20:31,21:54,1,83,69.0,0.539,19.8,19.8,True,7.65,5
39366,3,13,27,35,75,2023-05-27,2023,5,Saturday,True,Valle manana,11:50,11:50,12:26,0,36,26.0,0.144,9.7,9.7,True,3.2,9
39367,7,14,28,39,78,2024-05-23,2024,5,Thursday,False,Manana punta,06:40,07:01,07:44,21,43,78.0,0.624,8.9,8.9,True,,5
39368,9,15,1,3,89,2024-07-18,2024,7,Thursday,False,Manana punta,07:20,08:07,09:55,47,108,75.0,0.586,19.8,19.8,True,6.76,1
39369,1,16,2,37,41,2023-03-01,2023,3,Wednesday,False,Valle manana,11:10,11:13,12:39,3,86,53.0,0.414,18.4,18.4,True,6.69,3
39370,5,17,3,3,67,2022-03-20,2022,3,Sunday,True,Valle manana,10:30,10:34,11:13,4,39,17.0,0.133,7.3,7.3,True,2.98,3
39371,5,18,4,32,55,2022-08-18,2022,8,Thursday,False,Valle manana,09:30,09:32,10:05,2,33,75.0,0.577,7.3,7.3,True,2.93,1
39372,1,19,5,11,45,2022-03-12,2022,3,Saturday,True,Valle manana,11:50,11:51,13:25,1,94,36.0,0.277,18.4,18.4,True,6.73,5
39373,10,20,6,25,49,2024-11-07,2024,11,Thursday,False,Noche,22:30,22:32,23:32,2,60,29.0,0.232,15.0,15.0,True,4.78,3
39374,1,21,7,21,62,2022-06-23,2022,6,Thursday,False,Tarde,14:20,14:20,15:48,0,88,97.0,0.524,18.4,18.4,True,7.84,2
39375,3,22,8,26,92,2024-06-22,2024,6,Saturday,True,Tarde,14:00,14:03,14:52,3,49,23.0,0.177,9.7,9.7,True,10.75,2
39376,2,23,9,38,117,2024-10-23,2024,10,Wednesday,False,Manana punta,07:40,07:44,08:29,-99,45,124.0,0.954,11.2,11.2,True,,4
39377,9,24,10,23,109,2023-01-15,2023,1,Sunday,True,Tarde,14:40,14:48,16:08,8,80,65.0,0.52,19.8,19.8,True,,3
39378,7,25,11,1,58,2023-10-21,2023,10,Saturday,True,Tarde,16:50,17:00,17:42,10,42,35.0,0.273,8.9,8.9,True,2.04,3
39379,6,26,12,14,99,2024-09-20,2024,9,Friday,False,Tarde punta,18:20,18:20,19:43,0,83,86.0,0.672,23.5,23.5,True,5.91,2
39380,5,27,13,16,80,2022-09-20,2022,9,Tuesday,False,Noche,21:00,21:05,21:41,5,36,43.0,0.336,7.3,7.3,True,3.17,1
39381,5,28,14,30,83,2023-03-28,2023,3,Tuesday,False,Tarde punta,19:40,19:59,20:32,19,33,128.0,0.711,7.3,7.3,True,2.61,5
39382,9,29,15,28,92,2023-10-22,2023,10,Sunday,True,Manana punta,06:50,07:06,08:34,16,88,86.0,0.688,19.8,19.8,True,25.59,5
39383,4,30,16,27,95,2022-04-04,2022,4,Monday,False,Noche,21:30,21:30,22:41,0,71,24.0,0.188,14.1,14.1,True,4.89,2
39384,3,31,17,33,69,2022-07-04,2022,7,Monday,False,Valle manana,13:30,13:41,14:33,11,52,40.0,0.312,9.7,9.7,True,3.96,2
39385,4,32,18,18,106,2022-07-10,2022,7,Sunday,True,Valle manana,09:00,09:01,09:54,1,53,2.0,0.016,14.1,14.1,True,5.26,2
39386,2,33,19,34,100,2023-01-07,2023,1,Saturday,True,Tarde punta,17:00,17:00,17:41,0,41,123.0,0.946,11.2,11.2,True,4.44,2
39387,8,34,20,33,82,2022-03-05,2022,3,Saturday,True,Tarde punta,20:20,20:23,21:21,3,58,107.0,0.823,12.6,12.6,True,5.27,2
39388,3,35,21,3,63,2024-01-11,2024,1,Thursday,False,Manana punta,06:10,06:11,06:46,1,35,103.0,0.824,9.7,9.7,True,3.66,2
39389,4,36,22,16,86,2024-05-04,2024,5,Saturday,True,Tarde,14:40,14:44,15:56,4,72,55.0,0.297,14.1,14.1,True,5.23,3
39390,7,37,23,34,113,2023-06-22,2023,6,Thursday,False,Manana punta,06:50,06:52,07:39,2,47,116.0,0.892,8.9,8.9,True,11.38,3
39391,9,38,24,5,93,2022-10-31,2022,10,Monday,False,Valle manana,10:20,10:22,11:56,2,94,92.0,0.708,19.8,19.8,True,25.77,6
39392,2,39,25,22,61,2023-04-02,2023,4,Sunday,True,Valle manana,10:40,10:41,11:28,1,47,37.0,0.296,11.2,11.2,True,11.26,8
39393,9,40,26,7,113,2024-12-06,2024,12,Friday,False,Valle manana,11:40,11:40,13:15,0,95,64.0,0.5,19.8,19.8,True,4.58,1
39394,1,41,27,34,88,2023-07-05,2023,7,Wednesday,False,Tarde punta,19:20,19:25,20:58,5,93,85.0,0.664,18.4,18.4,True,5.06,2
39395,9,42,28,3,115,2024-11-16,2024,11,Saturday,True,Noche,22:40,22:40,00:26,0,106,14.0,0.109,19.8,19.8,True,7.21,2
39396,10,1,1,20,46,2022-11-06,2022,11,Sunday,True,Madrugada,00:40,00:40,01:50,0,70,24.0,0.188,15.0,15.0,True,6.56,8
39397,10,2,2,23,65,2024-01-23,2024,1,Tuesday,False,Madrugada,01:40,01:39,03:00,-1,81,51.0,0.398,15.0,15.0,True,4.61,4
39398,6,3,3,6,52,2023-04-23,2023,4,Sunday,True,Valle manana,11:00,11:00,13:04,0,124,48.0,0.369,23.5,23.5,True,8.65,1
39399,9,4,4,26,118,2022-11-08,2022,11,Tuesday,False,Valle manana,10:10,10:15,11:35,5,80,91.0,0.7,19.8,19.8,True,6.45,2
39400,7,5,5,15,47,2023-12-11,2023,12,Monday,False,Tarde,15:40,15:49,16:33,9,44,24.0,0.192,8.9,8.9,True,3.12,4
39401,10,6,6,4,78,2024-04-28,2024,4,Sunday,True,Madrugada,02:10,02:10,03:06,0,56,103.0,0.557,15.0,15.0,True,4.61,5
39402,7,7,7,40,109,2024-03-26,2024,3,Tuesday,False,Manana punta,06:40,06:40,07:25,0,45,83.0,0.638,8.9,8.9,True,12.24,9
39403,4,8,8,39,42,2022-10-16,2022,10,Sunday,True,Manana punta,06:50,06:50,08:02,0,72,108.0,0.831,14.1,14.1,True,17.27,4
39404,8,9,9,9,53,2024-11-01,2024,11,Friday,False,Valle manana,12:20,12:23,13:08,3,45,10.0,0.08,12.6,12.6,True,14.41,1
39405,6,10,10,27,96,2022-12-04,2022,12,Sunday,True,Manana punta,06:10,06:17,08:04,7,107,103.0,0.805,23.5,23.5,True,6.38,6
39406,6,11,11,13,42,2024-03-13,2024,3,Wednesday,False,Tarde,14:30,14:31,16:38,1,127,4.0,0.031,23.5,23.5,True,6.55,6
39407,4,12,12,29,115,2022-07-12,2022,7,Tuesday,False,Tarde,16:30,16:34,17:37,4,63,20.0,0.156,14.1,14.1,True,5.37,3
39408,10,13,13,23,114,2023-02-06,2023,2,Monday,False,Madrugada,01:00,01:01,01:58,1,57,61.0,0.339,15.0,15.0,True,5.63,3
39409,3,14,14,22,54,2022-10-24,2022,10,Monday,False,Tarde,14:20,14:21,15:00,1,39,23.0,0.184,9.7,9.7,True,12.13,4
39410,4,15,15,3,84,2023-09-05,2023,9,Tuesday,False,Valle manana,13:00,13:02,14:12,2,70,77.0,0.602,14.1,14.1,True,5.7,9
39411,4,16,16,11,86,2024-06-26,2024,6,Wednesday,False,Valle manana,11:30,11:32,12:44,2,72,5.0,0.039,14.1,14.1,True,4.87,4
39412,9,17,17,23,78,2024-02-26,2024,2,Monday,False,Noche,21:40,21:45,23:07,5,82,23.0,0.18,19.8,19.8,True,6.93,4
39413,8,18,18,19,99,2024-06-10,2024,6,Monday,False,Valle manana,10:50,10:55,12:01,5,66,8.0,0.062,12.6,12.6,True,4.34,3
39414,3,19,19,21,94,2022-08-02,2022,8,Tuesday,False,Manana punta,07:30,07:39,08:20,9,41,52.0,0.4,9.7,9.7,True,2.96,3
39415,3,20,20,20,60,2022-06-28,2022,6,Tuesday,False,Tarde punta,20:10,20:11,20:56,1,45,87.0,0.696,9.7,9.7,True,4.0,8
39416,2,21,21,34,83,2024-10-21,2024,10,Monday,False,Tarde punta,17:10,17:10,17:54,0,44,127.0,0.686,11.2,11.2,True,4.58,2
39417,6,22,22,20,103,2024-01-09,2024,1,Tuesday,False,Valle manana,11:40,11:40,13:17,0,97,46.0,0.354,23.5,23.5,True,,9
39418,3,23,23,2,76,2022-05-03,2022,5,Tuesday,False,Valle manana,10:50,10:52,11:26,2,34,15.0,0.115,9.7,9.7,True,12.32,3
39419,8,24,24,8,55,2022-03-15,2022,3,Tuesday,False,Manana punta,08:10,08:21,09:18,11,57,104.0,0.832,12.6,12.6,True,17.45,4
39420,3,25,25,8,109,2024-11-18,2024,11,Monday,False,Tarde,14:20,14:20,15:08,0,48,69.0,0.539,9.7,9.7,True,2.29,3
39421,8,26,26,20,95,2023-04-22,2023,4,Saturday,True,Tarde,14:00,14:04,15:11,4,67,6.0,0.047,12.6,12.6,True,2.44,7
39422,1,27,27,31,53,2023-02-12,2023,2,Sunday,True,Manana punta,07:00,07:06,08:25,6,79,103.0,0.805,18.4,18.4,True,6.49,3
39423,6,28,28,3,54,2023-11-24,2023,11,Friday,False,Tarde,16:00,16:07,18:13,7,126,10.0,0.056,23.5,23.5,True,7.96,2
39424,10,29,1,39,63,2023-12-25,2023,12,Monday,False,Madrugada,00:20,00:17,01:22,-3,65,50.0,0.4,15.0,15.0,True,17.21,4
39425,8,30,2,22,95,2023-05-05,2023,5,Friday,False,Valle manana,10:50,10:50,11:41,0,51,45.0,0.352,12.6,12.6,True,3.8,3
39426,1,31,3,21,46,2024-04-24,2024,4,Wednesday,False,Tarde,15:10,15:13,16:33,3,80,33.0,0.258,18.4,18.4,True,8.08,2
39427,3,32,4,10,49,2024-04-27,2024,4,Saturday,True,Tarde,16:00,16:03,16:43,3,40,21.0,0.164,9.7,9.7,True,2.99,4
39428,1,33,5,23,53,2022-06-23,2022,6,Thursday,False,Valle manana,11:50,11:52,13:09,2,77,10.0,0.077,18.4,18.4,True,6.1,3
39429,10,34,6,37,81,2023-12-01,2023,12,Friday,False,Madrugada,00:50,00:50,01:56,0,66,35.0,0.269,15.0,15.0,True,6.54,3
39430,8,35,7,36,104,2023-02-23,2023,2,Thursday,False,Tarde punta,17:00,17:02,17:53,2,51,77.0,0.616,12.6,12.6,True,4.54,5
39431,3,36,8,22,115,2023-10-08,2023,10,Sunday,True,Valle manana,12:50,12:52,13:44,2,52,54.0,0.292,9.7,9.7,True,3.82,2
39432,7,37,9,2,118,2022-06-01,2022,6,Wednesday,False,Tarde,14:30,14:34,15:21,4,47,32.0,0.246,8.9,8.9,True,,5
39433,7,38,10,15,62,2022-01-04,2022,1,Tuesday,False,Noche,22:50,22:50,23:26,0,36,13.0,0.1,8.9,8.9,True,9.38,3
39434,3,39,11,8,118,2023-01-13,2023,1,Friday,False,Manana punta,07:00,07:07,07:57,7,50,96.0,0.768,9.7,9.7,True,11.25,2
39435,3,40,12,11,62,2024-03-07,2024,3,Thursday,False,Manana punta,06:00,06:23,07:03,23,40,84.0,0.656,9.7,9.7,True,2.1,4
39436,5,41,13,13,54,2022-02-22,2022,2,Tuesday,False,Valle manana,10:30,10:30,11:02,0,32,40.0,0.312,7.3,7.3,True,1.39,6
39437,8,42,14,23,115,2022-09-15,2022,9,Thursday,False,Valle manana,09:30,09:30,10:23,0,53,5.0,0.039,12.6,12.6,True,3.78,3
39438,9,1,15,30,96,2024-03-16,2024,3,Saturday,True,Noche,22:30,22:38,00:05,8,87,7.0,0.055,19.8,19.8,True,7.5,6
39439,9,2,16,10,117,2023-02-16,2023,2,Thursday,False,Tarde punta,17:40,17:48,19:35,8,107,66.0,0.516,19.8,19.8,True,7.19,2
39440,9,3,17,40,109,2022-10-15,2022,10,Saturday,True,Valle manana,10:20,10:22,11:39,2,77,16.0,0.123,19.8,19.8,True,7.88,3
39441,3,4,18,27,78,2022-10-18,2022,10,Tuesday,False,Valle manana,13:50,13:51,14:38,1,47,24.0,0.185,9.7,9.7,True,3.45,3
39442,9,5,19,29,73,2022-08-26,2022,8,Friday,False,Manana punta,08:50,08:50,10:11,0,81,122.0,0.976,19.8,19.8,True,6.08,1
39443,1,6,20,18,69,2023-03-29,2023,3,Wednesday,False,Manana punta,07:00,07:08,08:21,8,73,163.0,0.881,18.4,18.4,True,7.68,3
39444,2,7,21,25,111,2022-04-29,2022,4,Friday,False,Tarde,14:30,14:30,15:11,0,41,73.0,0.562,11.2,11.2,True,11.59,1
39445,5,8,22,26,73,2023-10-29,2023,10,Sunday,True,Noche,22:30,22:31,23:05,1,34,9.0,0.069,7.3,7.3,True,10.06,3
39446,10,9,23,19,112,2022-07-12,2022,7,Tuesday,False,Madrugada,03:50,03:49,04:42,-1,53,34.0,0.272,15.0,15.0,True,17.44,1
39447,6,10,24,15,109,2023-04-11,2023,4,Tuesday,False,Valle manana,10:30,10:36,12:05,6,89,48.0,0.375,23.5,23.5,True,5.73,4
39448,8,11,25,31,96,2024-10-05,2024,10,Saturday,True,Tarde punta,19:30,19:37,20:45,7,68,117.0,0.914,12.6,12.6,True,3.43,3
39449,8,12,26,1,68,2024-11-26,2024,11,Tuesday,False,Noche,21:10,21:11,22:14,1,63,16.0,0.125,12.6,12.6,True,5.07,2
39450,1,13,27,32,93,2023-10-06,2023,10,Friday,False,Tarde,15:20,15:29,17:02,9,93,91.0,0.506,18.4,18.4,True,6.25,5
39451,9,14,28,32,51,2024-02-06,2024,2,Tuesday,False,Noche,22:10,22:10,23:45,0,95,39.0,0.312,19.8,19.8,True,24.68,4
39452,3,15,1,10,92,2024-07-27,2024,7,Saturday,True,Tarde punta,20:20,20:36,21:18,16,42,93.0,0.727,9.7,6.44,False,2.13,3
39453,8,16,2,3,41,2024-03-20,2024,3,Wednesday,False,Tarde punta,17:40,17:50,18:37,10,47,109.0,0.852,12.6,12.6,True,4.88,9
39454,1,17,3,21,57,2024-07-21,2024,7,Sunday,True,Valle manana,09:10,09:10,10:20,0,70,35.0,0.273,18.4,18.4,True,6.57,2
39455,9,18,4,37,81,2023-07-31,2023,7,Monday,False,Valle manana,10:50,10:54,12:23,4,89,52.0,0.4,19.8,19.8,True,7.86,3
39456,4,19,5,29,94,2024-05-07,2024,5,Tuesday,False,Valle manana,10:10,10:15,11:31,5,76,18.0,0.138,14.1,14.1,True,5.46,4
39457,6,20,6,31,69,2023-08-09,2023,8,Wednesday,False,Tarde,14:10,14:11,15:48,1,97,6.0,0.048,23.5,23.5,True,7.64,2
39458,10,21,7,3,101,2024-03-13,2024,3,Wednesday,False,Madrugada,05:20,05:21,06:21,1,60,65.0,0.351,15.0,15.0,True,5.63,3
39459,4,22,8,18,51,2023-02-01,2023,2,Wednesday,False,Tarde punta,20:50,20:53,21:57,3,64,81.0,0.623,14.1,14.1,True,16.59,6
39460,10,23,9,28,111,2024-08-29,2024,8,Thursday,False,Madrugada,00:20,00:19,01:14,-1,55,13.0,0.1,15.0,15.0,True,19.61,3
39461,7,24,10,23,99,2023-08-11,2023,8,Friday,False,Manana punta,06:50,07:09,07:44,19,35,94.0,0.752,8.9,8.9,True,11.79,5
39462,10,25,11,1,101,2022-12-18,2022,12,Sunday,True,Madrugada,05:10,05:10,06:32,0,82,38.0,0.297,15.0,15.0,True,2.79,2
39463,7,26,12,32,119,2022-05-05,2022,5,Thursday,False,Tarde punta,18:10,18:25,19:02,15,37,95.0,0.742,8.9,8.9,True,1.81,2
39464,3,27,13,36,61,2022-10-06,2022,10,Thursday,False,Manana punta,07:50,07:58,08:37,8,39,98.0,0.766,9.7,9.7,True,3.09,1
39465,5,28,14,38,100,2022-03-23,2022,3,Wednesday,False,Valle manana,13:40,13:40,14:11,0,31,72.0,0.4,7.3,7.3,True,2.72,2
39466,10,29,15,36,47,2024-05-18,2024,5,Saturday,True,Noche,23:10,23:11,00:08,1,57,55.0,0.44,15.0,15.0,True,19.65,1
39467,5,30,16,39,67,2024-02-20,2024,2,Tuesday,False,Tarde,14:00,14:01,14:36,1,35,14.0,0.109,7.3,7.3,True,3.2,3
39468,10,31,17,16,62,2022-03-25,2022,3,Friday,False,Madrugada,05:10,05:10,06:23,0,73,20.0,0.156,15.0,15.0,True,4.94,5
39469,2,32,18,10,58,2023-08-08,2023,8,Tuesday,False,Valle manana,11:10,11:10,11:54,0,44,69.0,0.539,11.2,11.2,True,3.47,2
39470,3,33,19,18,77,2023-07-08,2023,7,Saturday,True,Noche,22:30,22:35,23:10,5,35,46.0,0.354,9.7,9.7,True,3.18,8
39471,7,34,20,36,86,2022-09-10,2022,9,Saturday,True,Valle manana,09:40,09:43,10:16,3,33,17.0,0.131,8.9,8.9,True,3.83,3
39472,8,35,21,4,104,2024-10-01,2024,10,Tuesday,False,Tarde punta,18:10,18:10,19:11,0,61,86.0,0.688,12.6,12.6,True,5.3,3
39473,9,36,22,38,58,2022-11-02,2022,11,Wednesday,False,Manana punta,06:00,06:29,07:45,29,76,140.0,0.757,19.8,19.8,True,7.93,4
39474,2,37,23,10,66,2024-02-26,2024,2,Monday,False,Noche,21:40,21:40,22:29,0,49,22.0,0.169,11.2,11.2,True,11.38,2
39475,6,38,24,40,61,2023-09-09,2023,9,Saturday,True,Tarde,16:10,16:15,17:49,5,94,33.0,0.254,23.5,23.5,True,32.71,2
39476,7,39,25,38,81,2022-01-10,2022,1,Monday,False,Valle manana,11:00,11:02,11:49,2,47,44.0,0.352,8.9,8.9,True,10.18,2
39477,2,40,26,40,55,2022-03-13,2022,3,Sunday,True,Valle manana,10:00,10:01,10:48,1,47,10.0,0.078,11.2,11.2,True,3.03,3
39478,10,41,27,26,69,2024-08-11,2024,8,Sunday,True,Noche,23:00,23:03,00:04,3,61,25.0,0.195,15.0,15.0,True,3.59,6
39479,10,42,28,20,44,2023-01-10,2023,1,Tuesday,False,Madrugada,03:10,03:10,04:21,0,71,11.0,0.086,15.0,15.0,True,6.04,7
39480,5,1,1,17,117,2022-09-09,2022,9,Friday,False,Tarde,14:10,14:10,14:42,0,32,59.0,0.461,7.3,7.3,True,3.17,2
39481,6,2,2,6,108,2024-04-03,2024,4,Wednesday,False,Valle manana,11:50,11:51,13:53,1,122,47.0,0.367,23.5,23.5,True,8.91,2
39482,2,3,3,33,50,2024-11-10,2024,11,Sunday,True,Valle manana,11:00,11:07,12:00,7,53,45.0,0.346,11.2,11.2,True,3.92,3
39483,5,4,4,10,70,2024-08-19,2024,8,Monday,False,Manana punta,08:00,08:15,08:49,15,34,123.0,0.946,7.3,7.3,True,2.76,3
39484,2,5,5,3,118,2023-09-01,2023,9,Friday,False,Valle manana,10:00,10:01,10:59,1,58,53.0,0.424,11.2,11.2,True,4.74,6
39485,10,6,6,28,50,2023-06-06,2023,6,Tuesday,False,Madrugada,01:10,01:10,02:24,0,74,96.0,0.519,15.0,15.0,True,5.33,2
39486,2,7,7,24,66,2022-03-14,2022,3,Monday,False,Noche,22:50,22:50,23:33,0,43,35.0,0.269,11.2,11.2,True,14.74,2
